iso_timestamp,surveyor_id,survey_type,request_seq,batch_size,http_status,outcome,ack_count,latency_ms,response_body
2026-08-27T14:29:44.430Z,LOADTEST-MAIN-ROAD-01,main-road,17,30,200,success,30,27126,"{""status"":""success"",""count"":30}"
2026-08-27T14:29:58.775Z,LOADTEST-PEDESTRIAN-04,pedestrian,23,15,200,success,15,16025,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:00.163Z,LOADTEST-ROUNDABOUT-02,roundabout,14,30,200,success,30,17128,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:00.517Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,14,30,200,success,30,19311,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:13.777Z,LOADTEST-BUS-IDLING-05,bus-idling,22,30,200,success,30,9960,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:13.993Z,LOADTEST-T-JUNCTION-03,t-junction,20,29,200,success,29,15739,"{""status"":""success"",""count"":29}"
2026-08-27T14:30:14.455Z,LOADTEST-MAIN-ROAD-01,main-road,18,30,200,success,30,18268,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:28.789Z,LOADTEST-PEDESTRIAN-04,pedestrian,24,30,200,success,30,6773,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:28.790Z,LOADTEST-BUS-IDLING-05,bus-idling,23,15,200,success,15,10253,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:30.179Z,LOADTEST-ROUNDABOUT-02,roundabout,15,29,200,success,29,11661,"{""status"":""success"",""count"":29}"
2026-08-27T14:30:30.530Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,15,30,200,success,30,14448,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:43.795Z,LOADTEST-PEDESTRIAN-04,pedestrian,25,15,200,success,15,4224,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:43.795Z,LOADTEST-BUS-IDLING-05,bus-idling,24,15,200,success,15,8391,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:44.001Z,LOADTEST-T-JUNCTION-03,t-junction,21,30,200,success,30,11023,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:44.472Z,LOADTEST-MAIN-ROAD-01,main-road,19,30,200,success,30,14240,"{""status"":""success"",""count"":30}"
2026-08-27T14:30:45.189Z,LOADTEST-ROUNDABOUT-02,roundabout,16,15,200,success,15,16121,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:45.541Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,16,15,200,success,15,18217,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:58.799Z,LOADTEST-PEDESTRIAN-04,pedestrian,26,15,200,success,15,8633,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:58.799Z,LOADTEST-BUS-IDLING-05,bus-idling,25,15,200,success,15,12521,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:59.004Z,LOADTEST-T-JUNCTION-03,t-junction,22,15,200,success,15,15949,"{""status"":""success"",""count"":15}"
2026-08-27T14:30:59.483Z,LOADTEST-MAIN-ROAD-01,main-road,20,15,200,success,15,20945,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:13.801Z,LOADTEST-PEDESTRIAN-04,pedestrian,27,15,200,success,15,8807,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:13.802Z,LOADTEST-BUS-IDLING-05,bus-idling,26,15,200,success,15,11612,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:15.210Z,LOADTEST-ROUNDABOUT-02,roundabout,17,30,200,success,30,13479,"{""status"":""success"",""count"":30}"
2026-08-27T14:31:15.552Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,17,29,200,success,29,15345,"{""status"":""success"",""count"":29}"
2026-08-27T14:31:28.815Z,LOADTEST-PEDESTRIAN-04,pedestrian,28,15,200,success,15,5801,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:28.816Z,LOADTEST-BUS-IDLING-05,bus-idling,27,15,200,success,15,8645,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:29.018Z,LOADTEST-T-JUNCTION-03,t-junction,23,30,200,success,30,10879,"{""status"":""success"",""count"":30}"
2026-08-27T14:31:29.497Z,LOADTEST-MAIN-ROAD-01,main-road,21,29,200,success,29,14528,"{""status"":""success"",""count"":29}"
2026-08-27T14:31:30.215Z,LOADTEST-ROUNDABOUT-02,roundabout,18,15,200,success,15,21732,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:43.830Z,LOADTEST-PEDESTRIAN-04,pedestrian,29,15,200,success,15,11292,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:43.830Z,LOADTEST-BUS-IDLING-05,bus-idling,28,15,200,success,15,20734,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:44.021Z,LOADTEST-T-JUNCTION-03,t-junction,24,15,200,success,15,23116,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:44.497Z,LOADTEST-MAIN-ROAD-01,main-road,22,15,200,success,15,25536,"{""status"":""success"",""count"":15}"
2026-08-27T14:31:45.567Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,18,30,200,success,30,27325,"{""status"":""success"",""count"":30}"
2026-08-27T14:31:58.847Z,LOADTEST-PEDESTRIAN-04,pedestrian,30,14,200,success,14,16169,"{""status"":""success"",""count"":14}"
2026-08-27T14:32:00.247Z,LOADTEST-ROUNDABOUT-02,roundabout,19,30,200,success,30,18549,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:13.862Z,LOADTEST-BUS-IDLING-05,bus-idling,29,29,200,success,29,8715,"{""status"":""success"",""count"":29}"
2026-08-27T14:32:14.032Z,LOADTEST-T-JUNCTION-03,t-junction,25,30,200,success,30,10010,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:14.527Z,LOADTEST-MAIN-ROAD-01,main-road,23,30,200,success,30,12548,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:15.577Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,19,30,200,success,30,13676,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:28.876Z,LOADTEST-PEDESTRIAN-04,pedestrian,31,30,200,success,30,6991,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:28.879Z,LOADTEST-BUS-IDLING-05,bus-idling,30,15,200,success,15,10557,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:29.043Z,LOADTEST-T-JUNCTION-03,t-junction,26,14,200,success,14,14093,"{""status"":""success"",""count"":14}"
2026-08-27T14:32:29.542Z,LOADTEST-MAIN-ROAD-01,main-road,24,15,200,success,15,19224,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:30.258Z,LOADTEST-ROUNDABOUT-02,roundabout,20,30,200,success,30,20484,"{""status"":""success"",""count"":30}"
2026-08-27T14:32:30.579Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,20,15,200,success,15,23404,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:43.889Z,LOADTEST-PEDESTRIAN-04,pedestrian,32,15,200,success,15,13798,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:43.890Z,LOADTEST-BUS-IDLING-05,bus-idling,31,15,200,success,15,17065,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:44.057Z,LOADTEST-T-JUNCTION-03,t-junction,27,15,200,success,15,20036,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:58.902Z,LOADTEST-PEDESTRIAN-04,pedestrian,33,15,200,success,15,8011,"{""status"":""success"",""count"":15}"
2026-08-27T14:32:59.568Z,LOADTEST-MAIN-ROAD-01,main-road,25,30,200,success,30,10642,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:00.284Z,LOADTEST-ROUNDABOUT-02,roundabout,21,29,200,success,29,12949,"{""status"":""success"",""count"":29}"
2026-08-27T14:33:00.605Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,21,30,200,success,30,16345,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:13.904Z,LOADTEST-PEDESTRIAN-04,pedestrian,34,15,200,success,15,7165,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:13.905Z,LOADTEST-BUS-IDLING-05,bus-idling,32,30,200,success,30,9992,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:14.088Z,LOADTEST-T-JUNCTION-03,t-junction,28,30,200,success,30,13317,"{""status"":""success"",""count"":30}"
2026-08-27T14:33:14.570Z,LOADTEST-MAIN-ROAD-01,main-road,26,15,200,success,15,15259,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:15.286Z,LOADTEST-ROUNDABOUT-02,roundabout,22,15,200,success,15,17160,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:28.919Z,LOADTEST-PEDESTRIAN-04,pedestrian,35,15,200,success,15,5829,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:28.919Z,LOADTEST-BUS-IDLING-05,bus-idling,33,15,200,success,15,8446,"{""status"":""success"",""count"":15}"
2026-08-27T14:33:29.097Z,LOADTEST-T-JUNCTION-03,t-junction,29,15,200,success,15,11209,"{""status"":""success"",""count"":15}"
